,label,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
0,cartoon,0.4546954035758972,0.9419887661933899,4.100746480162343e-07,0.47364315390586853,0.9503780603408813,-0.021731896325945854,0.5048216581344604,0.9520503282546997,-0.04033169150352478,0.5386120080947876,0.9590958952903748,-0.054881658405065536,0.5650955438613892,0.9594643712043762,-0.06892035156488419,0.49103832244873047,0.9196798801422119,-0.05919027701020241,0.5878322720527649,0.9301600456237793,-0.09046702831983566,0.5541276335716248,0.91642826795578,-0.0816107988357544,0.6109787225723267,0.9418287873268127,-0.09428562968969345,0.4878067374229431,0.9144067168235779,-0.05669922009110451,0.5846978425979614,0.9457510709762573,-0.08236748725175858,0.5485869646072388,0.9251865744590759,-0.07799180597066879,0.6105536818504333,0.961966872215271,-0.0854102298617363,0.489540159702301,0.9161927103996277,-0.05425470322370529,0.5806662440299988,0.948758065700531,-0.0725950375199318,0.5458164811134338,0.9299489855766296,-0.07056815177202225,0.6051626205444336,0.9642094969749451,-0.07378833740949631,0.49573323130607605,0.9204779267311096,-0.05316992476582527,0.5711063146591187,0.9334449172019958,-0.06614837050437927,0.5416141152381897,0.9239331483840942,-0.06372682750225067,0.5918991565704346,0.9430448412895203,-0.06814313679933548
0,cartoon,0.46771806478500366,0.9159140586853027,6.420713134502876e-07,0.48372337222099304,0.9409754276275635,-0.02562454529106617,0.5124862194061279,0.946457028388977,-0.04577535018324852,0.5403693318367004,0.949816882610321,-0.06074276566505432,0.5649343729019165,0.9548020958900452,-0.07506375014781952,0.48389095067977905,0.9069839119911194,-0.06467825919389725,0.5790541768074036,0.8937830328941345,-0.10069914162158966,0.5395872592926025,0.8921591639518738,-0.09029121696949005,0.6076667904853821,0.8969849944114685,-0.10480909794569016,0.4801541268825531,0.8879583477973938,-0.059913311153650284,0.5792657732963562,0.8951264023780823,-0.09173841029405594,0.5383310914039612,0.8848726153373718,-0.0851803794503212,0.6086311936378479,0.9066868424415588,-0.09441649913787842,0.4836871325969696,0.8800488710403442,-0.0549006424844265,0.5760719180107117,0.8986552953720093,-0.07918089628219604,0.5384058952331543,0.8843051791191101,-0.07526949048042297,0.6017796397209167,0.9120488166809082,-0.07940318435430527,0.4924074113368988,0.8758169412612915,-0.0509510301053524,0.5687350630760193,0.8916410207748413,-0.06852401047945023,0.5375680923461914,0.881805956363678,-0.06472475081682205,0.5921609997749329,0.8991101384162903,-0.06986158341169357
0,cartoon,0.49140024185180664,0.975557804107666,1.827429407796899e-08,0.5408327579498291,0.906575083732605,0.0008106323657557368,0.559578001499176,0.848242998123169,-0.007259567733854055,0.5729814767837524,0.8097532987594604,-0.02031012624502182,0.5833673477172852,0.7836194634437561,-0.03291499987244606,0.4914063513278961,0.7742603421211243,-0.0017468282021582127,0.5771121978759766,0.765296220779419,-0.04635383188724518,0.5414074659347534,0.7567771673202515,-0.025935033336281776,0.6021197438240051,0.7780044078826904,-0.058784883469343185,0.4763885736465454,0.7924826145172119,-0.015406115911900997,0.5731354355812073,0.7828176021575928,-0.055242571979761124,0.5348215103149414,0.7725901007652283,-0.04003923013806343,0.6002804040908813,0.7975851893424988,-0.06322062760591507,0.47019055485725403,0.8224645853042603,-0.030464377254247665,0.5657870769500732,0.8142197132110596,-0.060863692313432693,0.5249236226081848,0.8011091351509094,-0.054206423461437225,0.5954501628875732,0.829791247844696,-0.060930829495191574,0.4735703468322754,0.856752872467041,-0.04607050120830536,0.5502112507820129,0.839830756187439,-0.06325928866863251,0.5186842083930969,0.8381273746490479,-0.06157275289297104,0.5753554701805115,0.8435616493225098,-0.06133141368627548
0,cartoon,0.4966099262237549,0.9266411662101746,4.265606605713401e-07,0.5388960242271423,0.8455263376235962,0.0037342864088714123,0.5523644685745239,0.7883023023605347,0.00015261243970599025,0.5639088153839111,0.7497698664665222,-0.008049076423048973,0.5768638253211975,0.7140487432479858,-0.015142991207540035,0.48278170824050903,0.7326807379722595,0.014133443124592304,0.5606766939163208,0.7035333514213562,-0.017864711582660675,0.5287787318229675,0.7112146615982056,-0.0016915955347940326,0.586762011051178,0.7031502723693848,-0.02835913375020027,0.46971169114112854,0.7411803603172302,0.0034288649912923574,0.559654951095581,0.7130703330039978,-0.028608690947294235,0.5244852900505066,0.7151783108711243,-0.014525593258440495,0.5896419286727905,0.7186211347579956,-0.03570893779397011,0.4661434590816498,0.7610300779342651,-0.008991392329335213,0.5566658973693848,0.7413837313652039,-0.035868894308805466,0.5208511352539062,0.735759437084198,-0.0282260924577713,0.5849167704582214,0.7523566484451294,-0.036555852741003036,0.47127893567085266,0.7870884537696838,-0.021660994738340378,0.5453972220420837,0.7641490697860718,-0.03935493156313896,0.5159834623336792,0.7644267082214355,-0.03609340265393257,0.5700542330741882,0.7680270671844482,-0.03789462149143219
0,cartoon,0.5009022355079651,0.886499285697937,3.142775426567823e-07,0.5362532138824463,0.817188560962677,0.0032214417587965727,0.5491079688072205,0.7594020366668701,-0.0008734581060707569,0.5614176392555237,0.7194718718528748,-0.009214670397341251,0.5740391612052917,0.6852353811264038,-0.0165199413895607,0.4821591377258301,0.7047261595726013,0.00900136586278677,0.5567087531089783,0.6747937202453613,-0.02385069616138935,0.5258762240409851,0.6797293424606323,-0.007957295514643192,0.581815242767334,0.6770233511924744,-0.03391999378800392,0.4688825011253357,0.713615357875824,-0.001838880474679172,0.5578477382659912,0.6875404715538025,-0.03449464961886406,0.5221030712127686,0.6848492622375488,-0.021510401740670204,0.5863186120986938,0.6967820525169373,-0.04027115926146507,0.46486058831214905,0.7331085205078125,-0.01411917619407177,0.5534898042678833,0.7097024917602539,-0.03983904421329498,0.5172278881072998,0.7035975456237793,-0.033853139728307724,0.5809258222579956,0.7198383212089539,-0.039424821734428406,0.46973374485969543,0.7580224871635437,-0.02665063366293907,0.5439393520355225,0.7362343072891235,-0.0437626950442791,0.5149992108345032,0.7358981370925903,-0.0412118099629879,0.5666077136993408,0.7393362522125244,-0.041875556111335754
0,cartoon,0.49880462884902954,0.8492553234100342,3.3237168395316985e-07,0.5299584269523621,0.7856659889221191,0.0023225932382047176,0.5410466194152832,0.7258265018463135,-0.000358142948243767,0.5522707104682922,0.6830006837844849,-0.006723359692841768,0.564285159111023,0.6467081308364868,-0.01179075613617897,0.47413763403892517,0.6778643131256104,0.012711787596344948,0.5442916750907898,0.6418473720550537,-0.014528841711580753,0.5148687958717346,0.6512918472290039,-0.0007016902673058212,0.5684764385223389,0.6374878883361816,-0.02372901700437069,0.46153759956359863,0.6828058362007141,0.0034884607885032892,0.5459664463996887,0.6473531126976013,-0.022223109379410744,0.5120837688446045,0.6526517868041992,-0.011225216090679169,0.5747254490852356,0.6472741365432739,-0.02769172005355358,0.45792731642723083,0.6968457698822021,-0.007528116926550865,0.5452275276184082,0.6685875654220581,-0.02994532510638237,0.5102673768997192,0.6672804355621338,-0.024357406422495842,0.5730479955673218,0.6743651032447815,-0.029840638861060143,0.46266141533851624,0.7153597474098206,-0.019001107662916183,0.537275493144989,0.6912311911582947,-0.03446592763066292,0.5084176063537598,0.691145122051239,-0.03213042393326759,0.5601022839546204,0.6942787170410156,-0.032648030668497086
0,cartoon,0.4991036653518677,0.8264549970626831,2.458093888435542e-07,0.5269231200218201,0.7780429720878601,-0.0005566278705373406,0.5361902713775635,0.7192069888114929,-0.003584234742447734,0.5431303977966309,0.676785945892334,-0.009123272262513638,0.5511709451675415,0.6417322754859924,-0.01367506105452776,0.47655385732650757,0.6667378544807434,0.005316346418112516,0.5418224930763245,0.6306414604187012,-0.020882347598671913,0.5130530595779419,0.638147234916687,-0.00849464163184166,0.5657836198806763,0.6278040409088135,-0.028831208124756813,0.46229788661003113,0.670465350151062,-0.002264967653900385,0.543366551399231,0.6331208944320679,-0.025751369073987007,0.5100741982460022,0.6373998522758484,-0.01654977537691593,0.570885181427002,0.6337190270423889,-0.030171455815434456,0.4560667872428894,0.6850056648254395,-0.011508231982588768,0.5410964488983154,0.653841495513916,-0.03407999873161316,0.5067195892333984,0.6520347595214844,-0.028488043695688248,0.5680874586105347,0.6590255498886108,-0.034353107213974,0.45856577157974243,0.7046778202056885,-0.02115791104733944,0.5318873524665833,0.6818686127662659,-0.039201099425554276,0.5032317638397217,0.6814361810684204,-0.03555012866854668,0.5547685623168945,0.6842291951179504,-0.038474056869745255
0,cartoon,0.4932853877544403,0.8108114004135132,2.5592242991478997e-07,0.5215526223182678,0.7638760209083557,-0.0007772331009618938,0.5298599600791931,0.7052158117294312,-0.0026067038998007774,0.5351446270942688,0.6622964143753052,-0.007067795377224684,0.5407232046127319,0.627776563167572,-0.01046562846750021,0.4738801419734955,0.6563889980316162,0.008911161683499813,0.5341196060180664,0.6174061298370361,-0.015901651233434677,0.5066587924957275,0.6269943714141846,-0.003764946712180972,0.5570886731147766,0.611734926700592,-0.023995064198970795,0.4589146375656128,0.6586966514587402,0.0016054365551099181,0.5373174548149109,0.6192400455474854,-0.022548474371433258,0.5038477182388306,0.6227640509605408,-0.012757905758917332,0.5640586018562317,0.6197236776351929,-0.027004312723875046,0.451533704996109,0.6708107590675354,-0.007584180682897568,0.5326652526855469,0.6346700191497803,-0.030120013281702995,0.4982597529888153,0.6329967379570007,-0.02453746646642685,0.5594189167022705,0.6391914486885071,-0.030188972130417824,0.4520321488380432,0.6884459257125854,-0.017297400161623955,0.525026261806488,0.6626361608505249,-0.035904571413993835,0.4963218569755554,0.663230836391449,-0.03195524215698242,0.5476097464561462,0.6635537147521973,-0.03529801964759827
0,cartoon,0.48876044154167175,0.8019774556159973,2.271681580623408e-07,0.5167801380157471,0.7561889290809631,7.881900819484144e-05,0.5240457653999329,0.6982490420341492,-0.0006604865193367004,0.5296159982681274,0.6558905839920044,-0.004382041748613119,0.5365030765533447,0.62227863073349,-0.007185225374996662,0.47176364064216614,0.6514939069747925,0.011656607501208782,0.5289350152015686,0.6130464673042297,-0.011612280271947384,0.5014521479606628,0.6228410005569458,-5.088544639875181e-05,0.5515459179878235,0.608016848564148,-0.01941090077161789,0.45713430643081665,0.65325927734375,0.004344426095485687,0.5292794108390808,0.611784040927887,-0.01827988214790821,0.4974738657474518,0.6172290444374084,-0.008816921152174473,0.5549585819244385,0.6107429265975952,-0.02287045121192932,0.448790043592453,0.6639165878295898,-0.005016847513616085,0.5253590941429138,0.6278961896896362,-0.02752288058400154,0.49308985471725464,0.6269187331199646,-0.021413594484329224,0.5507535338401794,0.6322340369224548,-0.0281387809664011,0.44768065214157104,0.6799072027206421,-0.01483010035008192,0.5176253318786621,0.6554157137870789,-0.033557239919900894,0.4899645149707794,0.6547698974609375,-0.029267609119415283,0.5397030115127563,0.657775342464447,-0.033343635499477386
0,cartoon,0.48687610030174255,0.7976009249687195,2.2710555924732034e-07,0.5136182904243469,0.7555893659591675,-0.0001214341536979191,0.5215514898300171,0.695720911026001,-0.0012216847389936447,0.5293558835983276,0.6513152718544006,-0.0049102697521448135,0.5392928719520569,0.6171166300773621,-0.0076142665930092335,0.4693893790245056,0.6481158137321472,0.010822880081832409,0.5252446532249451,0.6109024882316589,-0.010805673897266388,0.49888548254966736,0.6219311356544495,0.00010824547644006088,0.5471705198287964,0.6045204401016235,-0.018518909811973572,0.45410311222076416,0.6499329805374146,0.0038274587132036686,0.5260308384895325,0.6107009053230286,-0.01790936291217804,0.49498826265335083,0.6166329383850098,-0.008758812211453915,0.5511540174484253,0.6089731454849243,-0.022536462172865868,0.44562870264053345,0.6606975197792053,-0.0050601111724972725,0.522112250328064,0.6261210441589355,-0.02719452977180481,0.4900280237197876,0.6265043616294861,-0.02108246460556984,0.5475986003875732,0.6288846135139465,-0.028109852224588394,0.4450462758541107,0.6763293147087097,-0.014341309666633606,0.5159426927566528,0.6523405909538269,-0.032575394958257675,0.48820146918296814,0.6514490842819214,-0.028405074030160904,0.5379930138587952,0.6545956134796143,-0.032539479434490204
